payment_id,amount,previous_failures,customer_history,failure_reason,payment_method,retry_count,customer_age_days,time_of_day,day_type,recovered
PAY00387,5085.81,1,0,network_error,UPI,1,512,1,weekday,0
PAY00973,4230.91,1,1,card_declined,Card,0,1267,13,weekday,1
PAY00510,5197.0,3,1,authentication_failed,UPI,0,954,0,weekday,0
PAY00268,4719.75,0,1,insufficient_funds,Card,2,744,3,weekday,0
PAY00820,1328.76,2,1,network_error,UPI,0,277,16,weekday,0
PAY00442,4628.0,2,0,card_declined,UPI,0,439,1,weekday,1
PAY00497,737.91,0,1,expired_card,UPI,1,429,23,weekend,0
PAY00113,2112.21,2,1,bank_server_error,UPI,1,261,10,weekday,0
PAY00692,2840.18,1,0,card_declined,Net Banking,0,420,17,weekend,0
PAY00233,4576.92,2,1,network_error,UPI,1,1109,13,weekend,1
PAY00870,3364.11,2,1,insufficient_funds,Card,0,888,4,weekday,1
PAY00608,5122.52,1,1,card_declined,UPI,2,308,21,weekday,1
PAY00672,4411.78,3,0,expired_card,UPI,0,223,18,weekday,0
PAY00374,7158.57,1,1,expired_card,Card,0,643,4,weekday,1
PAY00982,952.81,0,0,insufficient_funds,Net Banking,1,2248,7,weekday,1
PAY00843,15539.74,0,1,card_declined,Wallet,1,657,7,weekday,1
PAY00234,9754.6,2,0,network_error,UPI,2,641,20,weekend,0
PAY00786,4324.22,1,0,customer_cancelled,Card,0,282,7,weekday,0
PAY00677,26522.01,4,1,customer_cancelled,UPI,1,661,11,weekday,0
PAY00318,1934.7,2,1,bank_server_error,Card,0,281,4,weekday,1
PAY00649,4024.88,1,0,authentication_failed,Net Banking,2,631,4,weekday,0
PAY00411,992.93,1,0,authentication_failed,Card,2,369,11,weekend,0
PAY00899,5258.3,0,0,customer_cancelled,UPI,0,426,4,weekend,0
PAY00710,6068.58,1,1,authentication_failed,Card,0,423,16,weekday,1
PAY00359,1680.21,2,1,timeout,Card,0,597,13,weekend,1
PAY00259,3123.69,3,1,authentication_failed,UPI,1,289,10,weekday,1
PAY00745,3807.38,2,1,card_declined,Card,0,583,3,weekend,1
PAY00628,11145.2,0,1,card_declined,UPI,2,961,15,weekend,1
PAY00633,2480.06,3,1,timeout,UPI,1,282,6,weekday,0
PAY00283,7698.96,0,1,expired_card,Card,0,599,3,weekday,1
PAY00377,2939.9,0,1,expired_card,Wallet,1,230,12,weekend,0
PAY00385,897.34,1,1,authentication_failed,Card,2,589,0,weekday,1
PAY00225,3779.83,0,1,card_declined,Net Banking,0,714,6,weekday,1
PAY00954,1303.04,2,1,insufficient_funds,Wallet,1,580,19,weekday,1
PAY00815,2052.19,1,0,risk_declined,Net Banking,1,125,18,weekday,0
PAY00473,2748.5,2,0,card_declined,Net Banking,0,223,3,weekday,0
PAY00348,5783.64,0,1,insufficient_funds,UPI,0,654,19,weekend,1
PAY00506,2205.14,0,1,customer_cancelled,Card,0,1468,10,weekday,0
PAY00640,5466.26,1,1,risk_declined,UPI,1,1133,20,weekday,0
PAY00988,4637.37,1,0,network_error,Net Banking,0,171,2,weekday,0
PAY00929,2872.93,1,0,timeout,Card,0,593,17,weekday,1
PAY00906,20166.37,1,1,timeout,Card,0,1319,20,weekend,1
PAY00620,12016.31,2,0,insufficient_funds,UPI,0,422,15,weekend,0
PAY00856,3541.85,4,0,network_error,UPI,1,1381,18,weekday,0
PAY00804,4831.47,4,0,authentication_failed,UPI,3,435,10,weekend,0
PAY00646,3102.04,3,1,network_error,Card,0,351,15,weekday,1
PAY00847,52184.66,0,1,timeout,UPI,1,585,6,weekend,0
PAY00557,1844.6,1,0,risk_declined,Card,2,950,2,weekday,0
PAY00958,23552.81,0,1,risk_declined,Card,2,766,8,weekday,0
PAY00578,10109.95,0,1,timeout,Wallet,0,162,6,weekday,1
PAY00796,3153.4,2,1,insufficient_funds,Card,1,119,9,weekday,0
PAY00086,5294.61,1,1,transaction_limit,UPI,1,337,1,weekday,0
PAY00243,785.6,1,1,card_declined,UPI,3,696,20,weekend,0
PAY00699,1607.82,1,1,transaction_limit,Card,0,324,7,weekday,0
PAY00160,1278.34,4,1,card_declined,UPI,0,516,7,weekday,1
PAY00525,11542.21,1,1,transaction_limit,Net Banking,2,103,12,weekend,1
PAY00036,9137.52,0,1,bank_server_error,UPI,1,345,11,weekday,1
PAY00541,834.66,0,1,customer_cancelled,Card,1,1296,16,weekend,1
PAY00171,2006.1,0,1,expired_card,UPI,0,297,2,weekday,1
PAY00655,5765.74,0,0,network_error,Net Banking,1,428,18,weekday,1
PAY00891,1724.06,1,1,card_declined,Card,2,338,16,weekday,1
PAY00858,5022.78,1,0,bank_server_error,Net Banking,1,879,10,weekend,1
PAY00848,7216.4,0,1,network_error,Card,2,420,21,weekday,1
PAY00945,4475.95,0,1,expired_card,UPI,1,945,7,weekend,1
PAY00734,2983.93,2,0,expired_card,Net Banking,0,184,3,weekday,0
PAY00096,1022.98,0,0,expired_card,Wallet,0,372,16,weekday,0
PAY00564,1825.87,1,1,authentication_failed,Card,0,969,4,weekday,0
PAY00241,1661.02,0,1,bank_server_error,Card,0,991,11,weekday,1
PAY00743,1469.96,1,1,insufficient_funds,Card,2,898,1,weekend,1
PAY00575,4112.91,0,1,customer_cancelled,Wallet,0,490,13,weekday,1
PAY00691,4570.98,1,1,transaction_limit,Card,2,138,15,weekday,1
PAY00461,4570.33,2,0,risk_declined,UPI,1,417,2,weekend,0
PAY00554,19738.58,1,1,network_error,Card,2,812,18,weekend,1
PAY00889,417.41,1,1,card_declined,Card,2,554,21,weekday,1
PAY00207,1709.19,1,0,timeout,UPI,1,208,19,weekend,0
PAY00393,2343.75,1,1,card_declined,UPI,1,1249,13,weekday,1
PAY00795,766.49,1,1,network_error,Card,1,188,9,weekday,1
PAY00398,4252.86,1,1,card_declined,Card,1,708,17,weekday,1
PAY00767,3757.83,0,0,customer_cancelled,Net Banking,5,287,3,weekday,0
PAY00849,1918.59,0,1,network_error,UPI,2,797,5,weekend,1
PAY00218,10908.6,2,0,risk_declined,Card,0,433,4,weekday,0
PAY00005,666.57,2,1,timeout,UPI,1,536,11,weekday,1
PAY00769,1179.27,1,0,timeout,UPI,2,495,10,weekday,1
PAY00643,20036.29,2,1,authentication_failed,Card,0,423,5,weekday,0
PAY00930,3732.65,0,1,customer_cancelled,UPI,4,243,16,weekday,1
PAY00613,1043.51,2,1,card_declined,Card,0,1420,9,weekday,0
PAY00739,883.27,0,1,timeout,Card,1,514,19,weekend,1
PAY00547,4160.53,0,1,expired_card,Card,1,796,22,weekday,1
PAY00726,12118.89,0,1,bank_server_error,Card,2,2171,12,weekday,1
PAY00684,2247.1,0,0,customer_cancelled,UPI,2,601,15,weekday,1
PAY00099,4916.37,0,0,insufficient_funds,UPI,0,852,10,weekday,0
PAY00805,10454.1,1,0,expired_card,Card,1,1100,1,weekday,1
PAY00728,6719.29,5,1,timeout,Card,3,635,22,weekday,0
PAY00574,1629.09,2,0,customer_cancelled,UPI,0,359,0,weekday,0
PAY00407,3167.21,0,1,insufficient_funds,UPI,0,104,13,weekday,1
PAY00503,1898.77,1,1,insufficient_funds,UPI,0,257,14,weekend,0
PAY00048,4232.61,0,0,expired_card,Net Banking,1,702,19,weekday,0
PAY00033,2264.51,1,1,insufficient_funds,Card,1,505,14,weekday,0
PAY00780,1156.63,2,0,network_error,Card,1,282,10,weekday,0
PAY00840,2630.61,1,0,card_declined,UPI,1,665,10,weekday,0
PAY00201,4663.2,1,0,timeout,UPI,1,552,3,weekday,0
PAY00135,1002.58,0,1,network_error,UPI,0,268,18,weekday,0
PAY00028,4774.98,1,0,expired_card,UPI,3,2152,5,weekday,0
PAY00881,4239.68,3,1,timeout,UPI,2,1251,5,weekday,1
PAY00231,1008.88,1,1,timeout,UPI,0,784,1,weekday,1
PAY00490,6162.67,4,1,network_error,UPI,1,791,4,weekday,1
PAY00773,4347.91,1,1,insufficient_funds,Net Banking,1,634,5,weekday,1
PAY00379,13686.08,0,1,customer_cancelled,Card,3,307,18,weekday,1
PAY00289,2730.32,2,1,timeout,UPI,2,478,21,weekday,1
PAY00419,3300.24,0,1,insufficient_funds,Card,1,586,1,weekday,1
PAY00675,7122.08,3,1,timeout,Card,1,287,2,weekday,0
PAY00392,3665.5,1,1,insufficient_funds,UPI,0,400,0,weekday,1
PAY00593,16458.91,1,0,card_declined,Card,0,748,0,weekday,0
PAY00499,644.41,0,0,card_declined,UPI,1,210,10,weekday,0
PAY00139,19105.65,0,1,network_error,Net Banking,1,234,13,weekday,1
PAY00063,4019.28,0,0,card_declined,Card,0,306,10,weekend,1
PAY00472,2476.25,1,0,expired_card,UPI,0,288,0,weekday,0
PAY00648,803.88,0,1,network_error,UPI,0,448,18,weekend,1
PAY00129,2031.91,4,1,authentication_failed,UPI,2,1080,23,weekday,0
PAY00977,8950.78,0,1,insufficient_funds,Card,2,1611,10,weekday,1
PAY00521,1534.39,2,0,bank_server_error,UPI,2,269,5,weekday,0
PAY00839,16685.53,1,0,card_declined,Wallet,2,704,1,weekday,0
PAY00963,1492.97,2,1,expired_card,UPI,2,1175,3,weekend,0
PAY00065,6406.45,1,1,transaction_limit,UPI,1,387,23,weekend,0
PAY00813,4339.31,2,1,risk_declined,UPI,0,250,9,weekday,1
PAY00015,5207.74,0,1,insufficient_funds,UPI,2,523,6,weekend,0
PAY00157,3909.84,0,1,risk_declined,Wallet,0,1193,9,weekday,1
PAY00041,6583.25,2,1,timeout,UPI,1,1103,9,weekday,1
PAY00493,2744.1,0,1,network_error,Card,2,274,1,weekend,1
PAY00380,2371.96,4,1,insufficient_funds,Card,0,530,5,weekend,0
PAY00188,1236.1,3,1,card_declined,UPI,1,233,5,weekday,0
PAY00764,6014.26,1,1,card_declined,Card,1,1525,1,weekend,1
PAY00217,5529.85,2,1,network_error,UPI,2,301,14,weekend,1
PAY00792,1209.24,2,1,transaction_limit,UPI,1,997,12,weekday,0
PAY00053,1014.28,1,0,timeout,UPI,1,633,5,weekend,0
PAY00879,3205.46,0,1,authentication_failed,UPI,0,1001,1,weekday,0
PAY00338,4562.96,3,1,insufficient_funds,UPI,0,1776,9,weekday,0
PAY00749,2551.81,1,1,insufficient_funds,UPI,1,347,16,weekday,0
PAY00720,1467.89,2,1,authentication_failed,UPI,0,681,8,weekday,1
PAY00725,1597.29,3,1,timeout,Card,0,562,1,weekend,0
PAY00296,4066.56,2,0,network_error,Card,1,567,13,weekend,1
PAY00702,2841.87,3,1,bank_server_error,Card,2,379,23,weekday,0
PAY00252,4679.0,5,0,timeout,UPI,0,1012,13,weekend,1
PAY00727,4450.26,1,0,timeout,UPI,0,1002,9,weekday,0
PAY00462,1723.57,2,1,insufficient_funds,Net Banking,3,210,18,weekend,1
PAY00456,4010.54,1,1,card_declined,UPI,4,924,14,weekday,1
PAY00997,6716.47,0,1,timeout,UPI,2,675,10,weekday,1
PAY00816,4560.8,1,1,network_error,Net Banking,2,431,11,weekday,1
PAY00863,3330.47,2,0,network_error,Card,2,418,22,weekend,1
PAY00270,3500.25,1,1,timeout,Card,0,663,0,weekend,1
PAY00202,11578.18,0,1,timeout,Net Banking,1,1309,17,weekday,1
PAY00162,1889.52,1,0,authentication_failed,UPI,0,659,21,weekend,1
PAY00556,2695.93,0,0,expired_card,Net Banking,0,622,4,weekend,1
PAY00730,1351.42,1,1,timeout,UPI,1,580,22,weekday,1
PAY00402,4137.21,2,0,card_declined,UPI,4,326,13,weekday,1
PAY00703,1457.28,1,1,network_error,UPI,0,532,21,weekday,1
PAY00477,8645.48,2,1,insufficient_funds,Card,1,1496,7,weekday,1
PAY00822,11880.2,3,1,risk_declined,Card,2,623,14,weekend,0
PAY00772,11112.83,1,1,timeout,Card,0,393,12,weekday,1
PAY00106,2939.21,0,1,bank_server_error,UPI,1,845,1,weekday,1
PAY00566,6561.79,3,1,timeout,UPI,1,378,9,weekday,1
PAY00390,1053.28,2,1,risk_declined,UPI,1,1119,5,weekday,0
PAY00002,1445.96,1,0,network_error,UPI,0,826,2,weekend,0
PAY00938,3248.09,2,1,insufficient_funds,UPI,0,759,15,weekend,1
PAY00983,4253.84,0,1,insufficient_funds,Card,1,565,21,weekday,0
PAY00562,4650.22,1,1,bank_server_error,UPI,3,1627,12,weekend,1
PAY00081,5160.44,1,1,insufficient_funds,UPI,1,1485,0,weekend,1
PAY00206,3358.02,1,1,bank_server_error,Card,1,695,1,weekend,0
PAY00035,5908.23,2,1,bank_server_error,Net Banking,0,139,4,weekend,1
PAY00776,4158.44,0,1,authentication_failed,UPI,1,259,4,weekend,0
PAY00509,2175.21,1,1,timeout,UPI,0,1000,7,weekday,1
PAY00428,15110.91,1,1,network_error,Card,0,1425,4,weekday,1
PAY00455,3712.62,0,1,network_error,Net Banking,1,287,23,weekday,1
PAY00367,1860.25,0,1,transaction_limit,UPI,3,793,21,weekend,0
PAY00092,3218.93,1,1,timeout,Card,0,984,17,weekday,1
PAY00340,5872.09,2,1,customer_cancelled,Wallet,0,621,20,weekday,0
PAY00898,1681.68,0,1,card_declined,Net Banking,2,197,11,weekend,1
PAY00565,7522.66,2,1,transaction_limit,UPI,0,754,21,weekend,1
PAY00346,605.93,2,1,bank_server_error,UPI,1,404,8,weekend,1
PAY00777,1381.7,1,0,bank_server_error,UPI,1,581,16,weekday,0
PAY00242,3230.51,1,1,card_declined,Card,1,1036,17,weekday,1
PAY00014,9124.09,3,0,network_error,UPI,1,1263,5,weekend,1
PAY00316,2720.12,2,0,card_declined,Card,0,632,0,weekend,0
PAY00601,5424.15,0,1,authentication_failed,Card,1,846,11,weekday,0
PAY00388,5464.77,1,0,insufficient_funds,UPI,2,431,23,weekday,0
PAY00274,20737.76,2,1,network_error,UPI,0,659,13,weekday,1
PAY00167,7726.07,0,0,insufficient_funds,UPI,2,472,18,weekday,0
PAY00841,17673.46,0,0,network_error,Net Banking,1,772,20,weekend,1
PAY00993,16086.45,0,0,customer_cancelled,Card,2,468,21,weekday,0
PAY00647,5904.6,3,1,timeout,UPI,4,339,14,weekday,1
PAY00819,4414.91,4,1,transaction_limit,Card,2,1208,6,weekday,0
PAY00485,3335.08,2,1,network_error,UPI,0,191,22,weekday,1
PAY00981,5189.45,0,0,timeout,Card,0,726,12,weekday,1
PAY00505,281.65,0,1,insufficient_funds,UPI,2,1364,10,weekday,1
PAY00832,13196.95,1,1,timeout,Net Banking,0,890,19,weekday,1
PAY00244,1005.79,3,1,network_error,Net Banking,0,674,10,weekday,1
PAY00567,3055.86,2,1,card_declined,UPI,3,975,18,weekday,1
PAY00876,662.3,0,1,insufficient_funds,UPI,0,1124,3,weekend,1
PAY00563,3655.5,2,1,expired_card,Card,1,544,9,weekend,1
PAY00687,6854.77,4,1,transaction_limit,UPI,0,342,10,weekend,0
PAY00190,14239.95,0,0,bank_server_error,UPI,3,394,16,weekday,1
PAY00783,16130.15,1,1,card_declined,UPI,1,989,17,weekend,0
PAY00700,2950.06,0,1,insufficient_funds,Net Banking,0,703,10,weekday,1
PAY00476,2623.2,0,1,timeout,Card,0,1352,12,weekday,0
PAY00682,5954.13,0,1,transaction_limit,UPI,1,308,1,weekend,1
PAY00511,928.62,2,1,customer_cancelled,Card,0,167,19,weekend,0
PAY00059,1676.66,2,0,network_error,Card,0,809,2,weekday,0
PAY00475,5924.28,2,0,card_declined,UPI,2,561,16,weekday,0
PAY00561,3295.92,2,1,insufficient_funds,Card,0,764,20,weekday,1
PAY00857,4659.27,1,1,card_declined,UPI,0,680,19,weekday,1
PAY00748,5428.25,1,0,card_declined,UPI,0,300,12,weekday,1
PAY00253,15213.09,1,1,network_error,Net Banking,2,298,9,weekend,1
PAY00022,1962.02,1,1,timeout,Card,0,280,13,weekday,1
PAY00314,5083.03,3,1,card_declined,UPI,1,439,13,weekend,0
PAY00460,3423.9,1,0,timeout,Card,0,769,4,weekend,1
PAY00161,1540.97,3,1,authentication_failed,Card,1,817,2,weekday,0
PAY00277,1829.72,0,1,bank_server_error,UPI,0,377,5,weekday,1
PAY00956,11220.28,1,1,bank_server_error,UPI,1,813,3,weekday,1
PAY00192,3004.68,0,1,insufficient_funds,UPI,2,874,20,weekday,0
PAY00386,1782.02,1,1,insufficient_funds,Card,2,395,11,weekday,1
PAY00806,8915.09,3,1,network_error,UPI,2,434,6,weekday,0
PAY00414,6617.92,1,1,card_declined,UPI,1,372,0,weekday,1
PAY00492,4779.4,1,0,transaction_limit,Card,2,801,4,weekend,1
PAY00344,4975.72,0,1,bank_server_error,UPI,1,521,13,weekday,1
PAY00770,14618.78,2,0,expired_card,UPI,0,457,8,weekday,0
PAY00309,5743.22,0,1,customer_cancelled,UPI,1,483,18,weekend,1
PAY00662,3448.14,0,1,network_error,UPI,1,363,14,weekday,1
PAY00131,2512.87,0,1,insufficient_funds,UPI,2,288,8,weekday,1
PAY00664,2616.33,2,1,insufficient_funds,UPI,1,211,2,weekday,0
PAY00872,1485.95,1,0,network_error,UPI,0,554,4,weekday,1
PAY00100,1621.1,1,0,customer_cancelled,Card,1,864,17,weekday,0
PAY00373,7250.26,1,0,expired_card,UPI,0,222,20,weekday,0
PAY00088,3537.37,0,1,authentication_failed,Card,3,335,16,weekend,1
PAY00459,4645.38,1,1,expired_card,UPI,0,1289,3,weekend,1
PAY00331,12645.57,0,1,insufficient_funds,Net Banking,1,594,11,weekend,1
PAY00215,2649.16,3,1,card_declined,UPI,0,582,16,weekday,1
PAY00467,2727.95,2,1,card_declined,UPI,0,577,11,weekend,0
PAY00122,4076.13,2,1,card_declined,Net Banking,2,674,19,weekday,1
PAY00615,1763.24,1,1,transaction_limit,UPI,0,487,20,weekend,1
PAY00021,2991.07,1,0,network_error,UPI,0,906,16,weekday,0
PAY00701,9014.05,1,1,insufficient_funds,UPI,1,647,17,weekend,0
PAY00072,1335.72,3,1,timeout,UPI,3,298,10,weekend,1
PAY00107,1560.87,1,1,insufficient_funds,Card,2,525,2,weekday,0
PAY00271,1895.42,0,1,card_declined,UPI,1,662,10,weekend,1
PAY00861,1518.99,1,1,timeout,UPI,1,1154,11,weekday,1
PAY00436,2092.82,2,1,authentication_failed,UPI,2,469,13,weekday,0
PAY00103,2585.55,1,0,bank_server_error,Card,0,1013,14,weekend,1
